Meme,ExpectedQueries,Meaning,Context,Example,AntiPattern,Origin,SafetyLevel,TargetAge,Tone,Category
헬시플레저,"즐거운 건강관리, 식단 관리 밈, 오운완, 저칼로리 맛집",건강(Healthy) 관리도 즐거워야(Pleasure) 한다는 가치관. 무조건 굶지 않고 맛있는 식단과 즐거운 운동을 추구함.,"맛있는 저칼로리 음식을 찾거나, 게임하듯 즐겁게 운동하는 일상을 공유할 때 사용.","""마라탕 대신 포케 먹었어. 이게 바로 헬시플레저지!""","건강을 핑계로 과소비를 하거나, 지나치게 유행만 쫓는 태도를 경계해야 함.",코로나 이후 건강 중시 문화가 확산되며 '고통스러운 인내'가 아닌 '지속 가능한 관리'를 강조하며 등장.,[낀세대: Safe] [외국인: Safe] 긍정적인 생활 방식.,[전 연령대] 건강에 관심 있는 모든 층.,"긍정, 활기","라이프스타일, 건강"
한풀루언서,"한숨 인플루언서, 한풀루언서 뜻, 주변 분위기 가라앉힘, 지칠 때",'한숨'을 크게 쉬어 주변 사람들에게까지 우울한 영향력을 끼치는 사람을 뜻함.,회사나 학교에서 답답한 일이 있을 때 습관적으로 한숨을 쉬어 분위기를 전염시키는 본인이나 타인을 지칭.,"""나 오늘 완전 한풀루언서였어. 내 한숨 소리에 팀원들 다 같이 땅 꺼질 뻔함.""","한숨을 쉬는 당사자를 비난하기보다, 그만큼 '지치고 힘든 상황'임을 유머러스하게 표현하는 데 중점을 둠.","한숨 + 인플루언서의 합성어로, 부정적인 에너지가 전파되는 상황을 재치 있게 묘사하며 탄생.",[낀세대: Safe] [외국인: Safe] [복학생: Safe] 공감 섞인 농담.,[20-40대] 피로가 일상인 직장인 및 현대인.,"자조, 위트, 해학","라이프스타일, 인간관계"
위쑤시개,"매운 음식 밈, 위쑤시개 뜻, 빠더너스 신조어, 스트레스 매운맛",스트레스 해소를 위해 위장을 쑤시듯 자극하는 아주 매운 음식 혹은 그것을 먹는 행위.,"업무나 학업 스트레스가 극에 달해 ""오늘 위 좀 쑤셔야겠다""며 극강의 매운맛(마라탕, 불닭 등)을 찾을 때 사용.","""오늘 부장님 때문에 스트레스 만렙이다. 퇴근하고 위쑤시개 하러 갈 사람?""","건강을 해치는 습관을 권장하는 뉘앙스가 될 수 있으므로, 농담 수준에서 사용해야 함.","유튜브 채널 '빠더너스'의 2025 신조어 예측 영상에서 소개된 이후, 한국인의 매운맛 사랑과 맞물려 확산.",[낀세대: Safe] [외국인: Safe] [복학생: Safe] 한국 특유의 스트레스 해소법.,[전 연령대] 스트레스를 매운맛으로 푸는 모든 층.,"해학, 자조, 짜릿함","음식, 심리"
꽁꽁얼어붙은한강위로고양이가걸어다닙니다,"고양이 밈, 꽁꽁 고양이, 한강 위로 고양이, 꽁꽁챌린지",뉴스 보도 멘트와 고양이의 걸음걸이가 결합된 밈. 어떤 상황에 리듬감을 실어 묘사할 때 사용.,"추운 날씨나 어색한 상황 등에서 해당 리듬에 맞춰 ""꽁꽁 얼어붙은~""이라며 노래하듯 말함.","""꽁꽁 얼어붙은 사무실 위로 부장님이 걸어다닙니다~""",2024년 초에 대유행한 밈이라 2025년 말 현재는 약간 지난 밈(사망 밈) 취급을 받을 수 있음.,MBN 뉴스 보도 중 기자의 멘트가 묘한 박자감을 가져 챌린지로 대유행.,[낀세대: Safe] [외국인: Safe] 무해한 귀여움.,[전 연령대] 숏폼 챌린지 경험자.,"리드미컬, 귀여움","SNS, 유행어"
시그마보이,"시그마 페이스, 패트릭 베이트먼 밈, 쿨한 남자, 독립적 매력",사회적 계급에 연연하지 않고 자신만의 길을 가는 독고다이 스타일의 멋진 남성.,"남의 시선을 무시하고 쿨하게 행동하거나, 카리스마 있는 저음을 낼 때, 혹은 특유의 표정을 지으며 사용.","""(미간을 찌푸리며) 그건 내 알 바 아니지. 나는 나만의 길을 간다. 완전 시그마보이 같지?""","'시그마 페이스(입술 내밀기)'가 조롱의 의미로 쓰이기도 하므로, 맥락에 따라 '멋짐'과 '허세' 사이를 잘 타야 함.",레드필 문화의 '시그마 메일' 개념이 영화 <아메리칸 사이코>의 이미지와 결합되어 틱톡/릴스에서 밈화.,[낀세대: Caution] [외국인: Safe] [복학생: Safe] 허세로 보일 위험.,[10-20대] 쿨하고 다크한 매력을 선호하는 층.,"카리스마, 쿨함, 다크","캐릭터, 인터넷문화"
스키비디토일렛,"Skibidi Toilet, 알파세대 밈, 변기 괴물",변기 속에서 머리가 나오는 기괴한 영상 시리즈. 알파세대(초등생 이하)의 대통령격 밈.,"이해할 수 없는 이상한 행동을 하거나, 요즘 아이들의 문화를 언급할 때 대명사처럼 쓰임.","""요즘 애들은 스키비디 토일렛 모르면 대화가 안 된대.""",기괴하고 엽기적인 비주얼이므로 혐오감을 느끼는 사람 앞에서는 영상을 보여주지 말 것.,유튜브 채널 'DaFuq!?Boom!'에서 제작한 3D 애니메이션 시리즈가 전 세계 초등학생들에게 폭발적 인기.,[낀세대: Danger] [외국인: Safe] 기괴함 주의.,[~10대 초반] 알파세대의 핵심 문화.,"엽기, 기괴, 혼란","SNS, 하위문화"
너T야?,"너 티야 뜻, 공감 능력 부족, MBTI 밈, T발놈","상대방이 너무 현실적이고 냉정하게 말할 때 ""너 공감 능력이 왜 그래? (너 MBTI가 T야?)""라고 묻는 말.",위로가 필요한 상황에서 팩트 폭격을 당했을 때 서운함을 담아 리액션으로 사용.,"""나 아프다니까 약 먹으라고만 해? 너 T야?""",'T' 성향을 가진 사람을 비하하는 뉘앙스로 번질 수 있으니(T발놈 등) 농담조로만 쓸 것.,MBTI 유행 중 사고형(T)과 감정형(F)의 대화 차이를 희화화하면서 전국민적인 리액션 밈이 됨.,[낀세대: Safe] [외국인: Safe] 보편적인 유머.,[전 연령대] MBTI를 아는 모든 사람.,"서운함, 유머, 리액션","심리, 인간관계"
~한건에대하여,"에 대하여 밈, 그거슨, 유머러스한 변명, 핑계 밈",어떤 사건에 대해 장황하고 어처구니없는 변명이나 핑계를 늘어놓을 때 쓰는 문체.,"잘못을 저질렀거나 곤란한 질문을 받았을 때, ""그거슨... ~한 건에 대하여""라고 운을 떼며 기발한 핑계를 댈 때 사용.","""지각한 건에 대하여, 사실 지구 반대편에서 악당과 싸우느라 5분 늦은 것이다.""",진지한 사과가 필요한 자리에서 사용하면 무책임하고 장난스러운 사람으로 찍힐 수 있음.,"라이트노벨 식 문체에 '변명'의 맥락이 합쳐져, 특정 상황을 모면하려는 유머러스한 짤(이미지) 형태로 확산.",[낀세대: Safe] [외국인: Safe] [복학생: Safe] 창의적인 유머.,[20-30대] 커뮤니티식 유머를 즐기는 세대.,"능청, 장난, 과장","문체, 유행어"
갓기,"신생아 밈, 귀여운 아이돌, 갓기 뜻",갓(God) + 아기의 합성어. 아기처럼 귀엽지만 실력은 신(God)급인 어린 유망주나 아이돌.,"어린 나이에 데뷔한 아이돌이 너무 귀엽거나, 실력이 압도적일 때 찬양의 의미로 사용.","""우리 막내 이번 무대 봤어? 진짜 갓기 그 자체다.""",실제 아기에게 쓰기보다는 주로 10대 후반~20대 초반의 연예인/공인에게 사용하는 용어임.,덕질 커뮤니티에서 실력 있는 어린 아티스트를 애정 가득하게 부르며 시작됨.,[낀세대: Safe] [외국인: Safe] 긍정적인 찬사.,[10-30대] 팬덤 문화 향유층.,"애정, 감탄, 찬양","팬덤, 인물"
갓벽,"갓벽하다 뜻, 갓+완벽, 완벽 그 이상",갓(God) + 완벽의 합성어. 말로 다 할 수 없을 만큼 완벽한 상태를 뜻함.,"외모, 성적, 업무 결과물 등이 흠잡을 데 없이 훌륭할 때 최고의 찬사로 사용.","""오늘 네 프레젠테이션 진짜 갓벽했어. 수고했어!""",너무 자주 쓰면 단어의 무게감이 떨어지므로 정말 놀라운 결과물에만 아껴 쓸 것.,'갓' 접두사를 활용한 강조법이 '완벽'과 결합하여 표준어처럼 굳어진 사례.,[낀세대: Safe] [외국인: Safe] 매우 긍정적임.,[전 연령대] 칭찬을 즐기는 모든 세대.,"감탄, 확신, 찬사","유행어, 상태"
꾸안꾸,"꾸민 듯 안 꾸민 듯, 자연스러운 패션, 꾸안꾸 뜻",꾸민 듯 안 꾸민 듯'의 줄임말. 과하지 않으면서도 세련된 스타일을 뜻함.,너무 힘주지 않았지만 센스 있어 보이는 코디나 메이크업을 칭찬하거나 설명할 때 사용.,"""오늘 스타일 괜찮다. 완전 꾸안꾸 정석인데?""","실제로 아예 안 꾸민 것(생얼 등)과는 다르며, '세심하게 계산된 자연스러움'이 핵심임.",패션 잡지나 뷰티 채널에서 자연스러운 미니멀리즘을 강조하며 대중화된 필수 용어.,[낀세대: Safe] [외국인: Safe] 일상적인 패션 용어.,[전 연령대] 외모 가꾸기에 관심 있는 모든 층.,"세련, 자연스러움","패션, 라이프스타일"
뇌절,"뇌절 뜻, 작작해라, 1절만 해라, 뇌절 유래",똑같은 말이나 행동을 적절한 선을 넘어 반복함으로써 상대를 질리게 만드는 행위.,"1절, 2절을 넘어 명절에 큰절까지 하느냐는 식의 비유. 재미있는 농담도 지나치게 반복될 때 정색하며 사용.","""야, 그 드립은 이제 그만해. 완전 뇌절이야.""","본인은 재미있다고 생각해서 계속하는 경우가 많으므로, 주변 반응이 냉랭하다면 즉시 멈춰야 함.","만화 <나루토>의 기술 이름 '뇌절'에서 유래했으나, 현재는 '뇌의 회로가 끊길 정도로 반복한다'는 의미로 변질됨.",[낀세대: Safe] [외국인: Safe] [복학생: Safe] 일상적 경고 표현.,[전 연령대] 커뮤니티 및 게임 유저.,"단호, 정색, 비판","인터넷문화, 리액션"
엄근진,"엄격 근엄 진지, 엄근진 뜻, 선비질","엄격, 근엄, 진지'의 줄임말. 가벼운 농담 상황에서 혼자만 정색하거나 지나치게 진지한 태도를 보일 때 사용.","분위기를 깨는 사람을 비꼬거나, 혹은 본인이 진지한 의견을 말하기 전 ""나 지금 엄근진하다""라며 운을 뗄 때 사용.","""농담인데 왜 그렇게 엄근진해?"", ""지금부터 엄근진하게 회의 시작한다.""","진지함이 꼭 필요한 상황(장례식, 공식 사과 등)에서 '엄근진'이라는 표현을 쓰면 매우 무례해 보임.",인터넷 커뮤니티에서 사진 속 인물의 표정을 묘사하다가 신조어로 정착.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 보편적인 줄임말.,[전 연령대] 온라인 소통을 즐기는 층.,"유머, 냉소, 진지","신조어, 태도"
고독방,"고독한 채팅방, 고독방 유래, 말 없는 방",오픈채팅방에서 대화 없이 오직 사진(이미지)으로만 소통하는 방.,"좋아하는 연예인이나 반려동물 사진을 공유하기 위해 모였으나, 채팅(텍스트) 금지 규칙을 지켜야 할 때 사용.","""나 이번에 최애 고독방 들어갔는데 사진 퀄리티 갓벽해.""",텍스트를 입력하면 강퇴당할 수 있으므로 규칙 준수가 핵심. 외국인에게는 '고독(Solitude)'의 의미를 잘 설명해야 함.,'고독한 미식가' 시리즈의 컨셉을 따와 대화 없이 사진으로만 승부하는 오픈채팅 문화에서 유래.,[낀세대: Safe] [외국인: Caution] [복학생: Safe] 문화적 이해 필요.,[10-30대] 덕질 및 취미 공유층.,"무심, 집중, 정보공유","인터넷문화, 팬덤"
퇴근핑,"퇴근하고 싶다, 퇴근핑 뜻, 직장인 티니핑",퇴근하고 싶어 안달이 난 상태의 직장인을 캐릭터처럼 부르는 말.,시계만 쳐다보며 퇴근 시간만을 기다리는 본인의 처지를 귀엽게 자조할 때 사용.,"""오후 5시 되니까 나 완전 퇴근핑 됐어. 짐 벌써 다 쌈.""","상사 앞에서 ""저 퇴근핑이에요""라고 하면 일하기 싫어하는 사람으로 보일 수 있으니 동료끼리만 쓸 것.",[공통] 애니 <캐치! 티니핑>의 캐릭터 이름이 '~핑'으로 끝나는 데서 유래. 어떤 단어에든 붙여 상황을 캐릭터화하는 마법의 접미사 밈.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 직장인의 애환.,[20-40대] 대한민국 모든 직장인.,"귀여움, 자조, 간절함","라이프스타일, 직장인"
파산핑,"등골핑, 파산핑 뜻, 티니핑 장난감, 지출 밈",티니핑 굿즈 구매로 인해 부모님들이 파산할 지경임을 뜻함.,"아이의 등쌀에 장난감을 사주다 지갑이 비었을 때, 혹은 본인이 덕질로 과소비했을 때 사용.","""조카 선물 사주다가 파산핑 되게 생겼어. 장난감이 왜 이렇게 많아?""",실제로 경제적 어려움을 겪는 사람에게 쓰면 실례가 되므로 소비의 고충을 나누는 농담으로만 사용.,[공통] 애니 <캐치! 티니핑>의 캐릭터 이름이 '~핑'으로 끝나는 데서 유래. 어떤 단어에든 붙여 상황을 캐릭터화하는 마법의 접미사 밈.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 육아/덕질 고충 공유.,[20-40대] 학부모 및 컬렉터.,"해학, 아쉬움, 경제","경제, 육아"
등교핑,"학교 가기 싫어, 등교핑 뜻, 억지 등교, 학생 티니핑",아침에 일어나기 힘들어하며 억지로 학교에 가는 상태의 학생.,"월요일 아침, 좀비처럼 학교로 향하는 본인의 모습을 형상화하거나 자녀의 모습을 묘사할 때 사용.","""우리 집 고딩은 아침마다 등교핑이랑 사투를 벌이는 중이야.""",단순히 학교에 가는 행위를 넘어 '가기 싫은 억지스러움'이 포함되어야 뉘앙스가 정확함.,[공통] 애니 <캐치! 티니핑>의 캐릭터 이름이 '~핑'으로 끝나는 데서 유래. 어떤 단어에든 붙여 상황을 캐릭터화하는 마법의 접미사 밈.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 학생의 일상.,[10-20대] 학생 및 학부모.,"피곤, 귀여움, 일상","라이프스타일, 학생"
출근핑,"출근하기 싫어, 출근핑 뜻, 월요병, 직장인 캐릭터",아침에 일어나기 힘들어하며 억지로 회사로 향하는 상태의 직장인.,"월요일 아침, 지하철에서 넋이 나간 본인의 모습을 캐릭터처럼 표현하고 싶을 때 사용.","""월요병 도진 출근핑 등장... 오늘 커피 3잔 마셔야 버틸 듯.""",업무 태만을 정당화하는 용도로 상사 앞에서 쓰지 않도록 주의해야 함.,[공통] 애니 <캐치! 티니핑>의 캐릭터 이름이 '~핑'으로 끝나는 데서 유래. 어떤 단어에든 붙여 상황을 캐릭터화하는 마법의 접미사 밈.,[낀세대: Safe] [외국인: Safe] [복학생: Safe] 보편적인 아침 풍경.,[20-40대] 직장인 세대.,"피곤, 귀여움, 일상","라이프스타일, 직장인"
떡상,"급상승, 폭등, 대박, 떡상 유래","주가나 코인 가격, 혹은 인기나 수치가 갑자기 폭발적으로 상승하는 것.","투자한 종목이 오를 때나, SNS 게시물이 갑자기 조회수가 터졌을 때 기쁨을 표현하며 사용.","""와, 이번에 올린 릴스 조회수 떡상했다!"", ""내 주식 제발 떡상 가자.""",상황이 좋지 않은 사람 앞에서 자신의 운을 과하게 자랑할 때 쓰면 시기 질투를 살 수 있음.,"'떡'처럼 부풀어 오른다는 설과 '턱(턱걸이)'의 변형설이 있으나, 현재는 '폭등'의 대명사로 정착.",[낀세대: Safe] [외국인: Safe] 일상적 경제 용어화.,[전 연령대] 경제 및 SNS 활동 인구.,"환희, 기대, 활기","경제, SNS"
